agent1,agent2,num_agents_scene,common_start_frame,common_end_frame,interaction_bool,path_sharing_bool,start_path_sharing_frame_difference,real_time_closest_distance,scene
99,2,15,9,35,False,False,,7.7436599957513526,scene-0790
99,3,15,16,35,False,False,,11.135060042667764,scene-0790
99,0,15,17,37,False,False,,25.697298121085673,scene-0790
99,8,15,22,37,False,False,,10.630534540645503,scene-0790
99,12,15,22,37,False,False,,10.805630196650592,scene-0790
99,1,15,24,37,False,False,,7.20676861871144,scene-0790
13,7,15,3,29,False,False,,5.984790066948781,scene-0790
13,4,15,4,32,False,False,,9.014536521166589,scene-0790
13,9,15,4,37,False,False,,15.072813106419249,scene-0790
13,10,15,6,32,False,False,,5.438747915963543,scene-0790
13,6,15,7,37,False,False,,8.59481977820748,scene-0790
13,5,15,7,37,False,False,,7.4572605039866655,scene-0790
13,11,15,8,37,False,False,,5.286799242430887,scene-0790
13,2,15,9,35,False,False,,4.870279855101629,scene-0790
13,3,15,16,35,False,False,,8.259204560115116,scene-0790
13,0,15,17,37,False,False,,10.645075832750162,scene-0790
13,8,15,22,37,False,False,,19.648088081240964,scene-0790
13,12,15,22,37,False,False,,13.057615633776079,scene-0790
13,1,15,24,37,False,False,,4.565464953934018,scene-0790
7,4,15,4,29,False,False,,3.0722327461594108,scene-0790
7,9,15,4,29,False,False,,4.7829867248213604,scene-0790
7,10,15,6,29,False,False,,11.167639544379249,scene-0790
7,6,15,7,29,False,False,,10.253143075789284,scene-0790
7,5,15,7,29,False,False,,5.362730126345094,scene-0790
7,11,15,8,29,False,False,,8.960631696742789,scene-0790
7,2,15,9,29,False,False,,19.731012769610597,scene-0790
7,3,15,16,29,False,False,,21.673123482893512,scene-0790
7,0,15,17,29,False,False,,6.725755229761955,scene-0790
7,8,15,22,29,False,False,,58.048343750892165,scene-0790
7,12,15,22,29,False,False,,42.738024128659156,scene-0790
7,1,15,24,29,False,False,,45.38662596286883,scene-0790
4,9,15,4,32,False,False,,7.866309391629885,scene-0790
4,10,15,6,32,False,False,,12.080452348098124,scene-0790
4,6,15,7,32,False,False,,9.81679266682532,scene-0790
4,5,15,7,32,False,False,,8.429068556831721,scene-0790
4,11,15,8,32,False,False,,12.082728863003162,scene-0790
4,2,15,9,32,False,False,,20.57576554688838,scene-0790
4,3,15,16,32,False,False,,22.21029420398076,scene-0790
4,0,15,17,32,False,False,,9.453645139523966,scene-0790
4,8,15,22,32,False,False,,54.9420297217769,scene-0790
4,12,15,22,32,False,False,,39.583028230014115,scene-0790
4,1,15,24,32,False,False,,41.912875002404434,scene-0790
9,10,15,6,32,False,False,,4.094299878707408,scene-0790
9,6,15,7,37,False,False,,7.413157833244446,scene-0790
9,5,15,7,37,False,False,,7.545886861585662,scene-0790
9,11,15,8,37,False,False,,7.212593557983988,scene-0790
9,2,15,9,35,False,False,,3.7361678154986424,scene-0790
9,3,15,16,35,False,False,,7.2883562111759,scene-0790
9,0,15,17,37,False,False,,27.073664113699795,scene-0790
9,8,15,22,37,False,False,,7.036822351663078,scene-0790
9,12,15,22,37,False,False,,7.1711580059065305,scene-0790
9,1,15,24,37,False,False,,3.41672425245782,scene-0790
10,6,15,7,32,False,False,,4.063465145272019,scene-0790
10,5,15,7,32,False,False,,4.667593268132784,scene-0790
10,11,15,8,32,False,False,,8.512641847579783,scene-0790
10,2,15,9,32,False,False,,8.550103367632376,scene-0790
10,3,15,16,32,False,False,,10.08867270216021,scene-0790
10,0,15,17,32,False,False,,5.897259186529367,scene-0790
10,8,15,22,32,False,False,,38.10136691217866,scene-0790
10,12,15,22,32,False,False,,22.858323919833456,scene-0790
10,1,15,24,32,False,False,,24.927033648333122,scene-0790
6,5,15,7,37,False,False,,7.902428900495123,scene-0790
6,11,15,8,37,False,False,,11.804751916074444,scene-0790
6,2,15,9,35,False,False,,3.57418731992478,scene-0790
6,3,15,16,35,False,False,,11.48093103164054,scene-0790
6,0,15,17,37,False,False,,8.994756737563732,scene-0790
6,8,15,22,37,False,False,,39.21907568944527,scene-0790
6,12,15,22,37,False,False,,23.858846236692038,scene-0790
6,1,15,24,37,False,False,,23.447133341538827,scene-0790
5,11,15,8,37,False,False,,3.1029622559883285,scene-0790
5,2,15,9,35,False,False,,4.1213709262002585,scene-0790
5,3,15,16,35,False,False,,7.584760411532771,scene-0790
5,0,15,17,37,False,False,,18.537194046536133,scene-0790
5,8,15,22,37,False,False,,7.175561552385954,scene-0790
5,12,15,22,37,False,False,,7.337026606884338,scene-0790
5,1,15,24,37,False,False,,3.763182663710137,scene-0790
11,2,15,9,35,False,False,,7.995728909210944,scene-0790
11,3,15,16,35,False,False,,11.380289118476428,scene-0790
11,0,15,17,37,False,False,,19.14693780455726,scene-0790
11,8,15,22,37,False,False,,15.556549535605594,scene-0790
11,12,15,22,37,False,False,,11.681536329142178,scene-0790
11,1,15,24,37,False,False,,7.6339749517957705,scene-0790
2,3,15,16,35,False,False,,4.132609661655595,scene-0790
2,0,15,17,35,False,False,,5.391497648067419,scene-0790
2,8,15,22,35,False,False,,27.094793214095564,scene-0790
2,12,15,22,35,False,False,,12.092642883764212,scene-0790
2,1,15,24,35,False,False,,9.567036148087729,scene-0790
3,0,15,17,35,False,False,,19.491670691860786,scene-0790
3,8,15,22,35,False,False,,24.77344424278627,scene-0790
3,12,15,22,35,False,False,,10.336602066369805,scene-0790
3,1,15,24,35,False,False,,3.6798780973642566,scene-0790
0,8,15,22,37,False,False,,39.62182139578752,scene-0790
0,12,15,22,37,False,False,,32.070858916112655,scene-0790
0,1,15,24,37,False,False,,9.238258555346109,scene-0790
8,12,15,22,37,False,False,,7.6563277620142305,scene-0790
8,1,15,24,37,False,False,,17.976268592248847,scene-0790
12,1,15,24,37,False,False,,5.531520078552533,scene-0790
99,2,5,1,37,True,True,5,15.230143768373372,scene-0791
99,0,5,1,37,False,False,,42.276699149011066,scene-0791
99,1,5,1,37,False,False,,3.310964906029069,scene-0791
99,3,5,1,37,False,False,,20.97766053044864,scene-0791
2,0,5,1,37,False,False,,65.85175434382846,scene-0791
2,1,5,1,37,False,False,,23.7164991728124,scene-0791
2,3,5,1,37,True,True,10,36.04489547348192,scene-0791
0,1,5,1,37,False,False,,42.140727387085725,scene-0791
0,3,5,1,37,False,False,,16.57914984417914,scene-0791
1,3,5,1,37,False,False,,12.68999700509499,scene-0791
99,4,7,1,37,True,True,5,17.76598930824119,scene-0792
99,2,7,1,15,False,False,,14.654473172642055,scene-0792
99,1,7,1,14,False,False,,83.16252663745394,scene-0792
99,5,7,1,37,False,False,,22.481568656746408,scene-0792
99,0,7,10,23,False,False,,13.402233037294145,scene-0792
99,3,7,16,28,False,False,,15.25513136824649,scene-0792
4,2,7,1,15,True,True,6,15.909674399309994,scene-0792
4,1,7,1,14,False,False,,121.02645283915234,scene-0792
4,5,7,1,37,False,False,,58.75231357848264,scene-0792
4,0,7,10,23,False,False,,12.790735448872297,scene-0792
4,3,7,16,28,False,False,,14.163037186142578,scene-0792
2,1,7,1,14,False,False,,89.86470169738925,scene-0792
2,5,7,1,15,False,False,,32.49444677542643,scene-0792
2,0,7,10,15,False,False,,105.37534941774933,scene-0792
1,5,7,1,14,False,False,,60.96688254669784,scene-0792
1,0,7,10,14,False,False,,23.59523869674636,scene-0792
5,0,7,10,23,False,False,,11.239494630130134,scene-0792
5,3,7,16,28,False,False,,13.182109992301536,scene-0792
0,3,7,16,23,False,False,,67.62011839327987,scene-0792
99,0,2,1,37,False,True,18,5.258420825278392,scene-0803
99,2,6,1,27,False,False,,12.596068865842513,scene-0804
99,0,6,3,27,False,False,,11.158901719623787,scene-0804
99,4,6,11,27,False,False,,9.797862581740839,scene-0804
99,3,6,11,27,False,False,,24.84031833030952,scene-0804
99,1,6,15,27,False,False,,15.079658996544026,scene-0804
2,0,6,3,27,False,False,,10.25705519671303,scene-0804
2,4,6,11,27,False,False,,9.674532686735759,scene-0804
2,3,6,11,27,False,False,,24.85767626667805,scene-0804
2,1,6,15,27,False,False,,9.963824081897753,scene-0804
0,4,6,11,27,False,False,,7.97402032773673,scene-0804
0,3,6,11,27,False,False,,13.395425187726616,scene-0804
0,1,6,15,27,False,False,,7.3712450326800445,scene-0804
4,3,6,11,27,False,False,,14.831081659403388,scene-0804
4,1,6,15,27,False,False,,16.686810073917865,scene-0804
3,1,6,15,27,False,False,,18.32436296598989,scene-0804
99,1,10,1,26,False,False,,14.46720430180767,scene-0805
99,3,10,1,37,False,False,,9.637464537946482,scene-0805
99,4,10,1,17,False,False,,12.275776739387657,scene-0805
99,7,10,2,15,False,False,,13.795100160386536,scene-0805
99,6,10,3,21,False,False,,13.819660550493296,scene-0805
99,5,10,5,22,False,False,,52.024775480842706,scene-0805
99,8,10,6,18,False,False,,63.57277193179877,scene-0805
99,0,10,11,28,False,False,,17.802055459909504,scene-0805
99,2,10,11,37,False,False,,34.09150449594104,scene-0805
1,3,10,1,26,False,False,,11.200977125209166,scene-0805
1,4,10,1,17,False,False,,11.378820470224047,scene-0805
1,7,10,2,15,False,False,,17.233289442346205,scene-0805
1,6,10,3,21,False,False,,10.409273757173096,scene-0805
1,5,10,5,22,False,False,,29.74002308306058,scene-0805
1,8,10,6,18,False,False,,63.652927353399605,scene-0805
1,0,10,11,26,False,False,,37.274913184746374,scene-0805
1,2,10,11,26,False,False,,36.719488303898636,scene-0805
3,4,10,1,17,False,False,,56.01773992573408,scene-0805
3,7,10,2,15,False,False,,12.107269827221366,scene-0805
3,6,10,3,21,False,False,,10.513831568934298,scene-0805
3,5,10,5,22,False,False,,97.96478978386037,scene-0805
3,8,10,6,18,False,False,,105.91387477111063,scene-0805
3,0,10,11,28,False,False,,43.52180036305032,scene-0805
3,2,10,11,37,False,False,,73.28482034372007,scene-0805
4,7,10,2,15,False,False,,13.182562484107743,scene-0805
4,6,10,3,17,False,False,,12.006385267315832,scene-0805
4,5,10,5,17,False,False,,24.80926864219299,scene-0805
4,8,10,6,17,False,False,,53.203705234276406,scene-0805
4,0,10,11,17,False,False,,28.825909615876892,scene-0805
4,2,10,11,17,False,False,,24.711726647830623,scene-0805
7,6,10,3,15,False,False,,7.743254755686728,scene-0805
7,5,10,5,15,False,False,,50.15543199879294,scene-0805
7,8,10,6,15,False,False,,94.49779624898633,scene-0805
7,0,10,11,15,False,False,,67.8303334227963,scene-0805
7,2,10,11,15,False,False,,71.10293925384033,scene-0805
6,5,10,5,21,False,False,,40.60790624050309,scene-0805
6,8,10,6,18,False,False,,78.21988713776763,scene-0805
6,0,10,11,21,False,False,,50.88506888839254,scene-0805
6,2,10,11,21,False,False,,52.71888475836861,scene-0805
5,8,10,6,18,False,False,,15.74157512729355,scene-0805
5,0,10,11,22,False,False,,31.90803872739933,scene-0805
5,2,10,11,22,False,False,,20.589246221580872,scene-0805
8,0,10,11,18,False,False,,40.011837282043274,scene-0805
8,2,10,11,18,False,False,,28.981708863078705,scene-0805
0,2,10,11,28,False,False,,11.979747164662136,scene-0805
99,1,11,1,23,False,False,,12.272321838528113,scene-0806
99,3,11,1,14,False,False,,32.37755308969741,scene-0806
99,0,11,2,18,False,False,,43.800872012348556,scene-0806
99,6,11,2,16,False,False,,28.657032763849067,scene-0806
99,9,11,7,22,False,False,,32.37839491619114,scene-0806
99,8,11,9,28,False,False,,44.895543861636064,scene-0806
99,7,11,10,38,False,False,,12.33334040180116,scene-0806
99,4,11,12,38,False,False,,17.520643351628983,scene-0806
99,5,11,16,28,False,False,,28.951316594769214,scene-0806
99,2,11,19,38,False,False,,21.57333199572341,scene-0806
1,3,11,1,14,False,False,,40.693039225707366,scene-0806
1,0,11,2,18,False,False,,50.29114357623394,scene-0806
1,6,11,2,16,False,False,,45.48239857414767,scene-0806
1,9,11,7,22,False,False,,57.22426591099115,scene-0806
1,8,11,9,23,False,False,,69.90882827044015,scene-0806
1,7,11,10,23,False,False,,62.23716399000974,scene-0806
1,4,11,12,23,False,False,,97.51728969217622,scene-0806
1,5,11,16,23,False,False,,88.47137267104047,scene-0806
1,2,11,19,23,False,False,,112.37134854004755,scene-0806
3,0,11,2,14,False,False,,10.283622352046208,scene-0806
3,6,11,2,14,False,False,,9.230440570757613,scene-0806
3,9,11,7,14,False,False,,19.828942927947377,scene-0806
3,8,11,9,14,False,False,,33.236402292836296,scene-0806
3,7,11,10,14,False,False,,18.530499002704587,scene-0806
3,4,11,12,14,False,False,,66.29719232793538,scene-0806
0,6,11,2,16,False,False,,6.753439840270738,scene-0806
0,9,11,7,18,False,False,,11.578632393168354,scene-0806
0,8,11,9,18,False,False,,21.756725036867188,scene-0806
0,7,11,10,18,False,False,,71.09981736892914,scene-0806
0,4,11,12,18,False,False,,110.7284278209869,scene-0806
0,5,11,16,18,False,False,,53.90382224282804,scene-0806
6,9,11,7,16,False,False,,9.451698656689052,scene-0806
6,8,11,9,16,False,False,,23.528149442955165,scene-0806
6,7,11,10,16,False,False,,12.585088971433187,scene-0806
6,4,11,12,16,False,False,,55.567928086487754,scene-0806
9,8,11,9,22,False,False,,11.731048913252495,scene-0806
9,7,11,10,22,False,False,,16.814094996928144,scene-0806
9,4,11,12,22,False,False,,15.512039562760945,scene-0806
9,5,11,16,22,False,False,,33.83559094936139,scene-0806
9,2,11,19,22,False,False,,28.433630550786102,scene-0806
8,7,11,10,28,False,False,,47.5336957149623,scene-0806
8,4,11,12,28,False,False,,69.82199371303298,scene-0806
8,5,11,16,28,False,False,,15.325089923620487,scene-0806
8,2,11,19,28,False,False,,84.30095417292738,scene-0806
7,4,11,12,38,False,False,,34.37491963263564,scene-0806
7,5,11,16,28,False,False,,23.89575476208773,scene-0806
7,2,11,19,38,False,True,16,47.64198525158842,scene-0806
4,5,11,16,28,False,False,,11.89028537463847,scene-0806
4,2,11,19,38,False,False,,6.132507794397565,scene-0806
5,2,11,19,28,False,False,,23.172316469335968,scene-0806
99,2,14,1,25,True,True,7,19.900125358192092,scene-0808
99,8,14,1,27,False,True,22,24.938509067696906,scene-0808
99,12,14,2,33,False,False,,44.36186935427355,scene-0808
99,3,14,2,29,False,False,,51.26506703619439,scene-0808
99,7,14,2,26,False,False,,65.34457015080288,scene-0808
99,9,14,6,37,False,False,,45.64832791069473,scene-0808
99,1,14,6,31,False,False,,38.243607086548,scene-0808
99,5,14,7,31,False,False,,30.520861994765966,scene-0808
99,6,14,9,37,False,False,,3.1385446295970594,scene-0808
99,10,14,10,37,False,False,,6.876464395185144,scene-0808
99,0,14,11,37,False,False,,6.055514727041302,scene-0808
99,11,14,20,37,False,False,,17.797993667935202,scene-0808
99,4,14,25,37,False,False,,40.67409604372442,scene-0808
2,8,14,1,25,False,False,,3.547039700351814,scene-0808
2,12,14,2,25,False,False,,64.0860732423974,scene-0808
2,3,14,2,25,False,False,,71.07438149526612,scene-0808
2,7,14,2,25,False,False,,85.74608455693274,scene-0808
2,9,14,6,25,False,False,,27.105605499226552,scene-0808
2,1,14,6,25,False,False,,57.942195249891064,scene-0808
2,5,14,7,25,False,False,,49.71797800823638,scene-0808
2,6,14,9,25,False,False,,19.16295326846777,scene-0808
2,10,14,10,25,False,False,,26.767397560198123,scene-0808
2,0,14,11,25,False,False,,27.600967940959446,scene-0808
2,11,14,20,25,False,False,,88.12124410380736,scene-0808
8,12,14,2,27,False,False,,69.18461699501512,scene-0808
8,3,14,2,27,False,False,,76.18693865113264,scene-0808
8,7,14,2,26,False,False,,90.77083818895117,scene-0808
8,9,14,6,27,False,False,,21.690863803295766,scene-0808
8,1,14,6,27,False,False,,62.936289183742275,scene-0808
8,5,14,7,27,False,False,,54.6940875708359,scene-0808
8,6,14,9,27,False,False,,24.406676748125115,scene-0808
8,10,14,10,27,False,False,,32.23259300496711,scene-0808
8,0,14,11,27,False,False,,33.57350507358269,scene-0808
8,11,14,20,27,False,False,,85.36611949161808,scene-0808
8,4,14,25,27,False,False,,13.345279031321109,scene-0808
12,3,14,2,29,False,False,,6.440570944925357,scene-0808
12,7,14,2,26,False,False,,21.523357004977456,scene-0808
12,9,14,6,33,False,False,,89.59055988284602,scene-0808
12,1,14,6,31,False,False,,5.820277051600023,scene-0808
12,5,14,7,31,False,False,,15.153596469899595,scene-0808
12,6,14,9,33,False,False,,44.97928611639258,scene-0808
12,10,14,10,33,False,False,,37.921300519303955,scene-0808
12,0,14,11,33,False,False,,38.572047007062544,scene-0808
12,11,14,20,33,False,False,,8.580736108563853,scene-0808
12,4,14,25,33,False,False,,114.10862473113954,scene-0808
3,7,14,2,26,False,False,,14.13515274070684,scene-0808
3,9,14,6,29,False,False,,96.20862414376309,scene-0808
3,1,14,6,29,False,False,,12.679152422830565,scene-0808
3,5,14,7,29,False,False,,22.419715158679473,scene-0808
3,6,14,9,29,False,False,,52.0261171584653,scene-0808
3,10,14,10,29,False,False,,44.708414157403936,scene-0808
3,0,14,11,29,False,False,,46.03029302708112,scene-0808
3,11,14,20,29,False,False,,12.906136229529743,scene-0808
3,4,14,25,29,False,False,,129.8424021972916,scene-0808
7,9,14,6,26,False,False,,109.7912119750384,scene-0808
7,1,14,6,26,False,False,,28.150543320792934,scene-0808
7,5,14,7,26,False,False,,36.87946921699617,scene-0808
7,6,14,9,26,False,False,,66.77319914361975,scene-0808
7,10,14,10,26,False,False,,59.39574806161152,scene-0808
7,0,14,11,26,False,False,,60.768496155467346,scene-0808
7,11,14,20,26,False,False,,26.572591443081418,scene-0808
9,1,14,6,31,False,False,,83.75304342378512,scene-0808
9,5,14,7,31,False,False,,76.16912313588494,scene-0808
9,6,14,9,37,False,False,,46.19830677338328,scene-0808
9,10,14,10,37,False,False,,54.209108532773875,scene-0808
9,0,14,11,37,False,False,,54.99184851522299,scene-0808
9,11,14,20,37,False,False,,114.46924763837414,scene-0808
9,4,14,25,37,False,False,,115.8383309517028,scene-0808
1,5,14,7,31,False,False,,8.584800159153854,scene-0808
1,6,14,9,31,False,False,,38.79269636483192,scene-0808
1,10,14,10,31,False,False,,32.15135366185032,scene-0808
1,0,14,11,31,False,False,,32.60253421251513,scene-0808
1,11,14,20,31,False,False,,8.009224889374583,scene-0808
1,4,14,25,31,False,False,,114.61794548616487,scene-0808
5,6,14,9,31,False,False,,30.621651517992884,scene-0808
5,10,14,10,31,False,False,,24.69575017772329,scene-0808
5,0,14,11,31,False,False,,24.504147219951534,scene-0808
5,11,14,20,31,False,False,,8.108404758344706,scene-0808
5,4,14,25,31,False,False,,106.38817790581206,scene-0808
6,10,14,10,37,False,False,,9.01393010522794,scene-0808
6,0,14,11,37,False,False,,6.5159079675497775,scene-0808
6,11,14,20,37,False,False,,10.82158312240071,scene-0808
6,4,14,25,37,False,False,,42.52748577777114,scene-0808
10,0,14,11,37,False,False,,3.4362183608512944,scene-0808
10,11,14,20,37,False,False,,7.258937801837163,scene-0808
10,4,14,25,37,False,False,,36.88502035944337,scene-0808
0,11,14,20,37,False,False,,3.7495336674971225,scene-0808
0,4,14,25,37,False,False,,41.41988474450781,scene-0808
11,4,14,25,37,False,False,,66.55611724036515,scene-0808
99,1,14,1,24,False,False,,7.533018352724006,scene-0809
99,2,14,1,17,False,False,,18.119679492364728,scene-0809
99,6,14,1,21,False,False,,20.40531669697919,scene-0809
99,11,14,1,37,False,False,,22.35208937601648,scene-0809
99,8,14,1,16,False,False,,17.334416929335756,scene-0809
99,0,14,1,37,False,False,,12.043858954595507,scene-0809
99,7,14,1,37,False,False,,3.336337338903682,scene-0809
99,12,14,1,26,False,False,,13.651489826265381,scene-0809
99,10,14,3,17,False,False,,13.983457280953004,scene-0809
99,9,14,4,26,False,False,,13.206608660305376,scene-0809
99,4,14,9,26,False,False,,16.481149358323705,scene-0809
99,5,14,12,37,False,False,,42.589393112491194,scene-0809
99,3,14,15,37,False,False,,12.472824597917567,scene-0809
1,2,14,1,17,False,False,,12.021730942305583,scene-0809
1,6,14,1,21,False,False,,8.983608315387412,scene-0809
1,11,14,1,24,False,False,,78.90074325419644,scene-0809
1,8,14,1,16,False,False,,10.6831628581575,scene-0809
1,0,14,1,24,False,False,,6.613659595227685,scene-0809
1,7,14,1,24,False,False,,3.8288297075602173,scene-0809
1,12,14,1,24,False,False,,7.592371686653044,scene-0809
1,10,14,3,17,False,False,,7.619907252817414,scene-0809
1,9,14,4,24,False,False,,7.135479980805244,scene-0809
1,4,14,9,24,False,False,,11.144423673159446,scene-0809
1,5,14,12,24,False,False,,109.50742139458646,scene-0809
1,3,14,15,24,False,False,,3.5160974923410846,scene-0809
2,6,14,1,17,False,False,,14.23480138465125,scene-0809
2,11,14,1,17,False,False,,12.372178866944246,scene-0809
2,8,14,1,16,False,False,,6.906576058298632,scene-0809
2,0,14,1,17,False,False,,18.74922595487913,scene-0809
2,7,14,1,17,False,False,,15.70445300721249,scene-0809
2,12,14,1,17,False,False,,4.209929497127249,scene-0809
2,10,14,3,17,False,False,,5.049627163373875,scene-0809
2,9,14,4,17,False,False,,22.498143167502434,scene-0809
2,4,14,9,17,False,False,,25.420500255955616,scene-0809
2,5,14,12,17,False,False,,93.18461895028722,scene-0809
2,3,14,15,17,False,False,,29.601846028014766,scene-0809
6,11,14,1,21,False,False,,92.87531810222447,scene-0809
6,8,14,1,16,False,False,,10.352769787961762,scene-0809
6,0,14,1,21,False,False,,7.457000413634066,scene-0809
6,7,14,1,21,False,False,,4.2950277932132055,scene-0809
6,12,14,1,21,False,False,,6.763109748387007,scene-0809
6,10,14,3,17,False,False,,7.67445401241098,scene-0809
6,9,14,4,21,False,False,,14.76677612845816,scene-0809
6,4,14,9,21,False,False,,17.772401084214167,scene-0809
6,5,14,12,21,False,False,,119.11906205186772,scene-0809
6,3,14,15,21,False,False,,3.617917260137312,scene-0809
11,8,14,1,16,False,False,,16.62027383657988,scene-0809
11,0,14,1,37,False,False,,36.34029083833932,scene-0809
11,7,14,1,37,False,False,,7.472786587676723,scene-0809
11,12,14,1,26,False,False,,9.576886783112874,scene-0809
11,10,14,3,17,False,False,,25.80847817515319,scene-0809
11,9,14,4,26,False,False,,7.894409326765964,scene-0809
11,4,14,9,26,False,False,,21.24620536309179,scene-0809
11,5,14,12,37,False,False,,20.161761120766354,scene-0809
11,3,14,15,37,False,False,,31.651844016711664,scene-0809
8,0,14,1,16,False,False,,17.55697629160614,scene-0809
8,7,14,1,16,False,False,,14.512113723082592,scene-0809
8,12,14,1,16,False,False,,7.0513438636988495,scene-0809
8,10,14,3,16,False,False,,2.8598991002319067,scene-0809
8,9,14,4,16,False,False,,31.100597899646633,scene-0809
8,4,14,9,16,False,False,,36.060538092290194,scene-0809
8,5,14,12,16,False,False,,105.0207111124936,scene-0809
0,7,14,1,37,False,False,,3.111200882608076,scene-0809
0,12,14,1,26,False,False,,14.084276999709529,scene-0809
0,10,14,3,17,False,False,,14.381447445327812,scene-0809
0,9,14,4,26,False,False,,13.724494968967381,scene-0809
0,4,14,9,26,False,False,,17.02112923777433,scene-0809
0,5,14,12,37,False,False,,56.86660353466479,scene-0809
0,3,14,15,37,False,False,,6.349191846845761,scene-0809
7,12,14,1,26,False,False,,11.089855716506786,scene-0809
7,10,14,3,17,False,False,,11.347459625274006,scene-0809
7,9,14,4,26,False,False,,10.683300427442717,scene-0809
7,4,14,9,26,False,False,,13.955654242698277,scene-0809
7,5,14,12,37,False,False,,25.955017613938853,scene-0809
7,3,14,15,37,False,False,,27.843777045912187,scene-0809
12,10,14,3,17,False,False,,10.260803635637334,scene-0809
12,9,14,4,26,False,False,,13.294519919647126,scene-0809
12,4,14,9,26,False,False,,15.457710999259987,scene-0809
12,5,14,12,26,False,False,,82.51087111361097,scene-0809
12,3,14,15,26,False,False,,10.572133134990974,scene-0809
10,9,14,4,17,False,False,,27.261289508729206,scene-0809
10,4,14,9,17,False,False,,28.967551132505008,scene-0809
10,5,14,12,17,False,False,,97.80536414775534,scene-0809
10,3,14,15,17,False,False,,21.690329415974528,scene-0809
9,4,14,9,26,False,False,,3.36901353236991,scene-0809
9,5,14,12,26,False,False,,68.44605768797581,scene-0809
9,3,14,15,26,False,False,,11.118014146232177,scene-0809
4,5,14,12,26,False,False,,67.70956054764984,scene-0809
4,3,14,15,26,False,False,,14.468142276549274,scene-0809
5,3,14,15,37,False,False,,52.36192781946676,scene-0809
99,7,10,1,27,False,False,,9.542207640863497,scene-0810
99,4,10,1,13,False,False,,47.368822931359865,scene-0810
99,6,10,1,23,False,False,,7.332398147833195,scene-0810
99,1,10,1,16,False,False,,19.42952018216331,scene-0810
99,3,10,1,14,False,False,,37.259775538372466,scene-0810
99,0,10,1,32,False,False,,17.14577168009957,scene-0810
99,5,10,13,32,False,False,,4.182816192306838,scene-0810
99,8,10,19,37,False,False,,42.27793447692799,scene-0810
99,2,10,22,37,False,False,,43.927806270731004,scene-0810
7,4,10,1,13,False,False,,59.88391633611829,scene-0810
7,6,10,1,23,False,False,,11.213814201877463,scene-0810
7,1,10,1,16,False,False,,35.36756699608949,scene-0810
7,3,10,1,14,False,False,,51.392968371847246,scene-0810
7,0,10,1,27,False,False,,30.184826069287375,scene-0810
7,5,10,13,27,False,False,,4.005234963655408,scene-0810
7,8,10,19,27,False,False,,59.92704254633507,scene-0810
7,2,10,22,27,False,False,,65.8579539447628,scene-0810
4,6,10,1,13,False,False,,44.431909259976926,scene-0810
4,1,10,1,13,False,False,,27.147594460868806,scene-0810
4,3,10,1,13,False,False,,9.184449845963378,scene-0810
4,0,10,1,13,False,False,,29.73544701208841,scene-0810
6,1,10,1,16,False,False,,25.991352075899112,scene-0810
6,3,10,1,14,False,False,,37.04845437295663,scene-0810
6,0,10,1,23,False,False,,16.18672800110312,scene-0810
6,5,10,13,23,False,False,,3.243747426111931,scene-0810
6,8,10,19,23,False,False,,48.7916550210918,scene-0810
1,3,10,1,14,False,False,,16.00409926162394,scene-0810
1,0,10,1,16,False,False,,6.856194026869811,scene-0810
1,5,10,13,16,False,False,,53.52160931593406,scene-0810
3,0,10,1,14,False,False,,19.66791150483454,scene-0810
0,5,10,13,32,False,False,,30.20791050124487,scene-0810
0,8,10,19,32,False,False,,17.053148915223773,scene-0810
0,2,10,22,32,False,False,,25.588617616678416,scene-0810
5,8,10,19,32,False,False,,46.21237182916868,scene-0810
5,2,10,22,32,False,False,,49.74862994944532,scene-0810
8,2,10,22,37,False,False,,5.516514715833648,scene-0810
99,0,10,1,24,False,False,,54.477897119885206,scene-0811
99,5,10,1,12,False,False,,34.98882733240747,scene-0811
99,8,10,1,14,False,False,,26.45022324928018,scene-0811
99,7,10,5,37,False,False,,25.456537508037627,scene-0811
99,1,10,20,37,False,False,,5.209560814377118,scene-0811
99,4,10,21,37,False,False,,7.485108888597962,scene-0811
99,6,10,21,33,False,False,,48.96113191495711,scene-0811
99,2,10,23,37,False,False,,10.143126910146774,scene-0811
99,3,10,24,37,False,False,,45.31423390096518,scene-0811
0,5,10,1,12,False,False,,54.71689915174867,scene-0811
0,8,10,1,14,False,False,,48.69641985522348,scene-0811
0,7,10,5,24,False,False,,38.80767460729561,scene-0811
0,1,10,20,24,False,False,,49.47519247089217,scene-0811
0,4,10,21,24,False,False,,50.981213868522566,scene-0811
0,6,10,21,24,False,False,,40.31013533980939,scene-0811
5,8,10,1,12,False,False,,58.199087354922774,scene-0811
5,7,10,5,12,False,False,,69.03525614879251,scene-0811
8,7,10,5,14,True,True,11,25.604430109370217,scene-0811
7,1,10,20,37,False,False,,22.528357567488275,scene-0811
7,4,10,21,37,False,False,,18.075246921082087,scene-0811
7,6,10,21,33,False,False,,29.30214691373662,scene-0811
7,2,10,23,37,False,False,,16.024460722207728,scene-0811
7,3,10,24,37,False,False,,35.022038667974954,scene-0811
1,4,10,21,37,False,False,,5.050727922138871,scene-0811
1,6,10,21,33,False,False,,44.18101600216229,scene-0811
1,2,10,23,37,False,False,,10.87497063405358,scene-0811
1,3,10,24,37,False,False,,40.76138132775464,scene-0811
